id,created_at,closed_at,handle_seconds,status,channel,customer_name,customer_email,customer_country,order_number,order_product,order_source,order_authorized,issue,decision,reason_code,citation,primary_agent_id,stage
WC-10075,2026-05-13T16:57:02Z,2026-05-13T17:08:26Z,684,CLOSED,web,"Jamal Wright","jamal.wright@example.com",US,"JD-100011","JOOLA Vision CGS 16mm",JOOLA_DIRECT,true,"NFC chip not reading in the app",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10169,2026-05-13T14:09:25Z,2026-05-13T14:18:32Z,547,CLOSED,web,"Sarah Lee","sarah.lee@example.com",US,"JD-100048","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Replacement paddle has the same defect",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,closed
WC-10088,2026-05-13T12:23:51Z,2026-05-13T12:53:38Z,1787,CLOSED,email,"Carlos Vega","carlos.vega@example.com",PR,"JD-100029","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10204,2026-05-13T11:43:21Z,2026-05-13T11:48:54Z,333,CLOSED,email,"Ethan Hughes","ethan.hughes@example.com",US,"EB-300003","JOOLA Scorpeus 4 16mm",EBAY,false,"Throat area has spider-web cracks",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10137,2026-05-13T11:17:32Z,2026-05-13T11:21:18Z,226,CLOSED,email,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10031,2026-05-13T11:13:47Z,2026-05-13T11:25:17Z,690,CLOSED,email,"Hannah Cole","hannah.cole@example.com",US,"AR-200056","JOOLA Indoor Tournament Table 3000",AUTHORIZED_RETAILER,true,"Surface delaminating around the perimeter",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10251,2026-05-13T10:38:35Z,2026-05-13T10:43:45Z,310,CLOSED,web,"Grace Liu","grace.liu@example.com",US,"JD-100024","JOOLA Indoor Tournament Table 3000",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10279,2026-05-13T10:37:40Z,2026-05-13T11:04:56Z,1636,CLOSED,voice,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10058,2026-05-13T08:46:18Z,,,REOPENED,email,"Ethan Hughes","ethan.hughes@example.com",US,"JD-100023","iPong Carbon Fiber Robot",JOOLA_DIRECT,true,"Ball logo prints are flaking off",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,rules
WC-10094,2026-05-13T08:21:32Z,2026-05-13T08:24:56Z,204,CLOSED,email,"Nadia Costa","nadia.costa@example.com",US,"FB-400001","JOOLA Magnus 3 16mm",FACEBOOK_MARKETPLACE,false,"Paddle face cracked along the edge",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10085,2026-05-12T20:12:27Z,2026-05-12T20:22:29Z,602,CLOSED,email,"Ravi Kumar","ravi.kumar@example.in",IN,"","",,false,"Paddle bag handle stitching came apart",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10125,2026-05-12T19:40:56Z,2026-05-12T19:52:20Z,684,CLOSED,voice,"Mike Brown","mike.brown@example.com",US,"AR-200001","JOOLA Perseus 3 16mm",AUTHORIZED_RETAILER,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10036,2026-05-12T18:55:49Z,2026-05-12T19:05:28Z,579,CLOSED,voice,"Nadia Costa","nadia.costa@example.com",US,"JD-100020","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Paddle sounds different after one session",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10009,2026-05-12T17:07:51Z,2026-05-12T19:07:51Z,7200,CLOSED,email,"Lauren Chen","lauren.chen@example.com",US,"JD-100009","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Ordered the Scorpeus 4 but received a Magnus 3 — please send the correct paddle",ELIGIBLE_FOR_DAMAGE_REVIEW,"WRONG_ITEM_JOOLA_ERROR","§4.9, §1.3",response,closed
WC-10146,2026-05-12T16:28:39Z,2026-05-12T16:32:51Z,252,CLOSED,email,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"JD-100041","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Bag zipper broke within a month",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10269,2026-05-12T15:41:38Z,2026-05-12T15:51:43Z,605,CLOSED,email,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Order arrived but paddle was damaged in box",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10025,2026-05-12T13:37:13Z,2026-05-12T13:48:11Z,658,CLOSED,email,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10258,2026-05-12T13:34:34Z,2026-05-12T13:45:48Z,674,CLOSED,email,"Ethan Hughes","ethan.hughes@example.com",US,"JD-100023","iPong Carbon Fiber Robot",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10247,2026-05-12T12:15:05Z,2026-05-12T12:26:42Z,697,CLOSED,web,"Hannah Cole","hannah.cole@example.com",US,"JD-099003","JOOLA Scorpeus Original",JOOLA_DIRECT,true,"Ball logo prints are flaking off",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10248,2026-05-12T10:50:33Z,2026-05-12T10:59:14Z,521,CLOSED,email,"John Smith","john.smith@example.com",US,"","",,false,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10021,2026-05-12T10:27:00Z,,,OPEN,voice,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Throat area has spider-web cracks",PROCESSING,"","",intake,draft
WC-10201,2026-05-12T09:53:13Z,2026-05-12T09:59:43Z,390,CLOSED,web,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10064,2026-05-12T09:44:33Z,2026-05-12T09:48:11Z,218,CLOSED,voice,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10049,2026-05-12T09:03:19Z,2026-05-12T09:14:53Z,694,CLOSED,web,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10179,2026-05-11T19:15:11Z,2026-05-11T19:23:07Z,476,CLOSED,voice,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10219,2026-05-11T17:56:31Z,2026-05-11T18:01:47Z,316,CLOSED,email,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Handle grip is peeling off",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10008,2026-05-11T17:07:51Z,2026-05-11T18:07:51Z,3600,CLOSED,voice,"Alex Green","alex.green@example.com",US,"EB-300001","JOOLA Hyperion CFS 16mm",EBAY,false,"My Hyperion broke and I want a replacement — bought it on eBay",NOT_ELIGIBLE,"UNAUTHORIZED_SELLER","§1.7, §2.3, §4.8",rules,closed
WC-10182,2026-05-11T12:42:54Z,2026-05-11T12:44:08Z,74,CLOSED,web,"David Park","david.park@example.com",US,"JD-100054","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Dead spot on the face — sounds hollow",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10199,2026-05-11T12:25:49Z,2026-05-11T12:37:34Z,705,CLOSED,voice,"Maria Garcia","maria.garcia@example.com",US,"JD-100007","JOOLA Agassi Pro IV",JOOLA_DIRECT,true,"NFC chip not reading in the app",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10262,2026-05-11T11:02:42Z,2026-05-11T11:05:52Z,190,CLOSED,email,"Imani Foster","imani.foster@example.com",US,"","",,false,"Hairline crack near throat area",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,closed
WC-10187,2026-05-11T09:01:45Z,2026-05-11T09:09:44Z,479,CLOSED,web,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Edge guard came loose during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10082,2026-05-10T20:12:59Z,2026-05-10T20:20:22Z,443,CLOSED,voice,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"","",,false,"Handle grip is peeling off",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,closed
WC-10007,2026-05-10T17:07:51Z,2026-05-10T19:07:51Z,7200,CLOSED,email,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"I opened this Rhyzm rubber and the surface is bubbling — I want a refund",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_OPENED_RUBBER","§4.7, §1.2, §2.4",response,closed
WC-10124,2026-05-10T16:44:27Z,2026-05-10T16:52:33Z,486,CLOSED,web,"Lauren Chen","lauren.chen@example.com",US,"JD-100055","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Order arrived but paddle was damaged in box",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10186,2026-05-10T16:18:50Z,2026-05-10T16:30:19Z,689,CLOSED,voice,"Hannah Bauer","hannah.bauer@example.com.au",AU,"JD-100043","JOOLA Vision CGS 16mm",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10127,2026-05-10T15:24:08Z,2026-05-10T15:29:21Z,313,CLOSED,email,"Jamal Wright","jamal.wright@example.com",US,"JD-100011","JOOLA Vision CGS 16mm",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10193,2026-05-10T14:27:44Z,2026-05-10T14:31:47Z,243,CLOSED,email,"Nadia Costa","nadia.costa@example.com",US,"JD-100020","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10231,2026-05-10T14:08:37Z,2026-05-10T14:13:19Z,282,CLOSED,voice,"Hannah Bauer","hannah.bauer@example.com.au",AU,"JD-100043","JOOLA Vision CGS 16mm",JOOLA_DIRECT,true,"Hairline crack near throat area",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10066,2026-05-10T13:52:22Z,,,REOPENED,email,"Ethan Hughes","ethan.hughes@example.com",US,"EB-300003","JOOLA Scorpeus 4 16mm",EBAY,false,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,rules
WC-10099,2026-05-10T13:52:04Z,2026-05-10T14:00:58Z,534,CLOSED,voice,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10047,2026-05-10T11:48:55Z,2026-05-10T11:54:39Z,344,CLOSED,email,"Mateo Gagnon","mateo.gagnon@example.ca",CA,"JD-100028","JOOLA Spirit Carbon Blade",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10041,2026-05-10T09:00:15Z,2026-05-10T09:03:36Z,201,CLOSED,email,"Alex Green","alex.green@example.com",US,"EB-300001","JOOLA Hyperion CFS 16mm",EBAY,false,"Replacement paddle has the same defect",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10210,2026-05-09T19:01:23Z,2026-05-09T19:08:17Z,414,CLOSED,web,"Tomás Rivera","tomas.rivera@example.com",US,"FB-400002","JOOLA Vision CGS 14mm",FACEBOOK_MARKETPLACE,false,"NFC chip not reading in the app",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10211,2026-05-09T17:32:50Z,2026-05-09T17:37:50Z,300,CLOSED,email,"Lauren Chen","lauren.chen@example.com",US,"JD-100055","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Edge guard came loose during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10013,2026-05-09T17:07:51Z,2026-05-09T19:07:51Z,7200,CLOSED,email,"Ravi Kumar","ravi.kumar@example.in",IN,"JD-100040","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"I am in India — my Perseus paddle has a delamination defect, requesting warranty replacement",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10089,2026-05-09T15:46:21Z,2026-05-09T15:49:32Z,191,CLOSED,email,"Ethan Hughes","ethan.hughes@example.com",US,"JD-100023","iPong Carbon Fiber Robot",JOOLA_DIRECT,true,"Handle grip is peeling off",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10194,2026-05-09T14:03:35Z,2026-05-09T14:06:15Z,160,CLOSED,email,"Trevor Nguyen","trevor.nguyen@example.com",US,"JD-100019","JOOLA Pro Net Set",JOOLA_DIRECT,true,"Net height adjustment slipping during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10164,2026-05-09T12:32:45Z,,,REOPENED,voice,"Sarah Lee","sarah.lee@example.com",US,"JD-100048","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,rules
WC-10108,2026-05-09T11:45:12Z,2026-05-09T11:51:12Z,360,CLOSED,voice,"Sarah Lee","sarah.lee@example.com",US,"JD-100048","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,closed
WC-10029,2026-05-09T08:40:55Z,2026-05-09T08:46:39Z,344,CLOSED,email,"Mike Brown","mike.brown@example.com",US,"JD-100049","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Paddle warped after one week of play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10051,2026-05-08T19:16:40Z,,,OPEN,voice,"Ben Carter","ben.carter@example.com",US,"JD-100016","JOOLA Journey Paddle",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",PROCESSING,"","",intake,intake
WC-10038,2026-05-08T19:12:07Z,2026-05-08T19:19:31Z,444,CLOSED,email,"Ravi Kumar","ravi.kumar@example.in",IN,"JD-100040","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Ball logo prints are flaking off",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10232,2026-05-08T17:43:49Z,2026-05-08T17:50:06Z,377,CLOSED,web,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Paddle sounds different after one session",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10006,2026-05-08T17:07:51Z,2026-05-08T19:07:51Z,7200,CLOSED,email,"David Park","david.park@example.com",US,"JD-100008","JOOLA Hyperion CAS 16mm",JOOLA_DIRECT,true,"Paddle arrived defective — please refund my $14.95 shipping charge as well",ELIGIBLE_FOR_DAMAGE_REVIEW,"SHIPPING_REFUND_JOOLA_DEFECT","§4.6, §1.3",response,closed
WC-10121,2026-05-08T16:07:31Z,2026-05-08T16:18:35Z,664,CLOSED,email,"Ben Carter","ben.carter@example.com",US,"JD-100016","JOOLA Journey Paddle",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10122,2026-05-08T15:58:09Z,2026-05-08T16:08:25Z,616,CLOSED,web,"Olivia Reed","olivia.reed@example.com",US,"JD-100013","JOOLA Perseus 3 14mm",JOOLA_DIRECT,true,"Paddle warped after one week of play",NOT_ELIGIBLE,"UNAUTHORIZED_SELLER","§1.7, §2.3",rules,closed
WC-10280,2026-05-08T14:49:51Z,2026-05-08T14:54:09Z,258,CLOSED,voice,"Jamal Wright","jamal.wright@example.com",US,"JD-100057","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Grip wrap unraveling after light use",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10244,2026-05-08T14:36:52Z,2026-05-08T14:42:40Z,348,CLOSED,web,"Sofia Martinez","sofia.martinez@example.com",US,"","",,false,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10055,2026-05-08T13:14:29Z,2026-05-08T13:17:22Z,173,CLOSED,voice,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Dead spot on the face — sounds hollow",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10081,2026-05-08T11:30:45Z,2026-05-08T11:31:55Z,70,CLOSED,voice,"Jordan West","jordan.west@example.com",US,"","",,false,"Replacement paddle has the same defect",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10149,2026-05-08T10:02:52Z,2026-05-08T10:08:44Z,352,CLOSED,voice,"Olivia Reed","olivia.reed@example.com",US,"JD-100013","JOOLA Perseus 3 14mm",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,closed
WC-10050,2026-05-08T08:31:33Z,2026-05-08T08:40:00Z,507,CLOSED,email,"Ethan Hughes","ethan.hughes@example.com",US,"JD-100023","iPong Carbon Fiber Robot",JOOLA_DIRECT,true,"Replacement paddle has the same defect",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10221,2026-05-07T20:35:08Z,2026-05-07T20:46:30Z,682,CLOSED,email,"Alex Green","alex.green@example.com",US,"","",,false,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10063,2026-05-07T19:20:32Z,2026-05-07T19:21:21Z,49,CLOSED,voice,"Sofia Martinez","sofia.martinez@example.com",US,"","",,false,"NFC chip not reading in the app",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10098,2026-05-07T17:24:28Z,2026-05-07T17:28:59Z,271,CLOSED,web,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Net pole bent during normal assembly",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10152,2026-05-07T17:00:44Z,2026-05-07T17:02:18Z,94,CLOSED,email,"Carlos Vega","carlos.vega@example.com",PR,"JD-100029","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"NFC chip not reading in the app",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10078,2026-05-07T16:30:45Z,2026-05-07T16:37:42Z,417,CLOSED,voice,"Chris Wilson","chris.wilson@example.com",US,"JD-100052","JOOLA Spirit Carbon Blade",JOOLA_DIRECT,true,"Hairline crack near throat area",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10216,2026-05-07T16:27:58Z,2026-05-07T16:34:29Z,391,CLOSED,email,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"JD-100041","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10185,2026-05-07T15:33:45Z,2026-05-07T15:43:57Z,612,CLOSED,email,"Ethan Hughes","ethan.hughes@example.com",US,"JD-100023","iPong Carbon Fiber Robot",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10067,2026-05-07T14:04:29Z,2026-05-07T14:05:46Z,77,CLOSED,voice,"Ethan Hughes","ethan.hughes@example.com",US,"EB-300003","JOOLA Scorpeus 4 16mm",EBAY,false,"Net height adjustment slipping during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10113,2026-05-07T12:25:44Z,2026-05-07T12:28:22Z,158,CLOSED,email,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10068,2026-05-07T11:34:04Z,2026-05-07T11:38:16Z,252,CLOSED,email,"Sarah Lee","sarah.lee@example.com",US,"JD-100048","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Surface delaminating around the perimeter",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10044,2026-05-06T19:55:24Z,2026-05-06T19:58:16Z,172,CLOSED,voice,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10005,2026-05-06T17:07:51Z,2026-05-06T19:07:51Z,7200,CLOSED,web,"Emily White","emily.white@example.com",US,"JD-100005","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"My NFC registration was rejected because I registered 28 days after purchase — paddle now has a dead spot",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_LATE_STANDARD_WARRANTY_APPLIES","§4.5, §2.5",response,closed
WC-10073,2026-05-06T14:54:49Z,2026-05-06T15:00:23Z,334,CLOSED,voice,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10184,2026-05-06T14:30:25Z,2026-05-06T14:35:45Z,320,CLOSED,email,"Jamal Wright","jamal.wright@example.com",US,"JD-100057","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10188,2026-05-06T12:01:05Z,2026-05-06T12:27:31Z,1586,CLOSED,email,"Ben Carter","ben.carter@example.com",US,"JD-100016","JOOLA Journey Paddle",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10136,2026-05-06T11:26:30Z,2026-05-06T11:35:28Z,538,CLOSED,email,"Emily White","emily.white@example.com",US,"JD-099002","JOOLA Perseus Original",JOOLA_DIRECT,true,"Dead spot on the face — sounds hollow",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
